Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_21005,unique,H,Belongs to the precorrin methyltransferase family,Precorrin-2 dehydrogenase[1.3.1.76]; Uroporphyrinogen-III C-methyltransferase[2.1.1.107]; Uroporphyrinogen-III synthase[4.2.1.75]; Sirohydrochlorin ferrochelatase[4.99.1.4],uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase[K02302]; uroporphyrin-III C-methyltransferase[K02303]; uroporphyrinogen III methyltransferase / synthase[K13542],Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120],Siroheme + 2 H+ <=> Fe2+ + Sirohydrochlorin[R02864]; Hydroxymethylbilane <=> Uroporphyrinogen III + H2O[R03165]; 2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2[R03194]; Precorrin 2 + NAD+ <=> Sirohydrochlorin + NADH + H+[R03947],-,-,-
cluster_21006,unique,D,Plasmid recombination enzyme,Site-specific DNA-methyltransferase (adenine-specific)[2.1.1.72],"type I restriction enzyme M protein[K03427]; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family[K03466]",-,-,-,-,-
cluster_21007,unique,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,4-aminobutyrate--2-oxoglutarate transaminase[2.6.1.19]; Isoleucine 2-epimerase[5.1.1.21],4-aminobutyrate aminotransferase[K00823]; isoleucine 2-epimerase[K20708],"Alanine, aspartate and glutamate metabolism[map00250]; beta-Alanine metabolism[map00410]; Propanoate metabolism[map00640]; Butanoate metabolism[map00650]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]",beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate[R00908]; 4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate[R01648],-,-,-
cluster_21008,unique,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,4-aminobutyrate--2-oxoglutarate transaminase[2.6.1.19]; Isoleucine 2-epimerase[5.1.1.21],4-aminobutyrate aminotransferase[K00823]; isoleucine 2-epimerase[K20708],"Alanine, aspartate and glutamate metabolism[map00250]; beta-Alanine metabolism[map00410]; Propanoate metabolism[map00640]; Butanoate metabolism[map00650]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]",beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate[R00908]; 4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate[R01648],-,-,-
cluster_21009,unique,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,4-aminobutyrate--2-oxoglutarate transaminase[2.6.1.19]; Isoleucine 2-epimerase[5.1.1.21],4-aminobutyrate aminotransferase[K00823]; isoleucine 2-epimerase[K20708],"Alanine, aspartate and glutamate metabolism[map00250]; beta-Alanine metabolism[map00410]; Propanoate metabolism[map00640]; Butanoate metabolism[map00650]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]",beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate[R00908]; 4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate[R01648],-,-,-
cluster_21010,unique,-,-,-,-,-,-,-,-,-
cluster_21011,unique,-,-,-,-,-,-,-,-,-
cluster_21012,unique,D,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",Hypoxanthine phosphoribosyltransferase[2.4.2.8]; tRNA(Ile)-lysidine synthetase[6.3.4.19],tRNA(Ile)-lysidine synthase[K04075]; bifunctional protein TilS/HprT[K15780],Purine metabolism[map00230]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],IMP + Diphosphate <=> Hypoxanthine + 5-Phospho-alpha-D-ribose 1-diphosphate[R01132]; GMP + Diphosphate <=> Guanine + 5-Phospho-alpha-D-ribose 1-diphosphate[R01229]; Xanthosine 5'-phosphate + Diphosphate <=> Xanthine + 5-Phospho-alpha-D-ribose 1-diphosphate[R02142]; [tRNA(Ile2)]-cytidine34 + L-Lysine + ATP <=> [tRNA(Ile2)]-lysidine34 + AMP + Diphosphate + H2O[R09597],-,-,-
cluster_21013,unique,D,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",Hypoxanthine phosphoribosyltransferase[2.4.2.8]; tRNA(Ile)-lysidine synthetase[6.3.4.19],tRNA(Ile)-lysidine synthase[K04075]; bifunctional protein TilS/HprT[K15780],Purine metabolism[map00230]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],IMP + Diphosphate <=> Hypoxanthine + 5-Phospho-alpha-D-ribose 1-diphosphate[R01132]; GMP + Diphosphate <=> Guanine + 5-Phospho-alpha-D-ribose 1-diphosphate[R01229]; Xanthosine 5'-phosphate + Diphosphate <=> Xanthine + 5-Phospho-alpha-D-ribose 1-diphosphate[R02142]; [tRNA(Ile2)]-cytidine34 + L-Lysine + ATP <=> [tRNA(Ile2)]-lysidine34 + AMP + Diphosphate + H2O[R09597],-,-,-
cluster_21014,unique,Q,hydratase,-,"2-oxo-hept-3-ene-1,7-dioate hydratase[K02509]",Tyrosine metabolism[map00350]; Microbial metabolism in diverse environments[map01120],"2-Oxohept-3-enedioate + H2O <=> 2,4-Dihydroxyhept-2-enedioate[R04132]; 2-Hydroxyhepta-2,4-dienedioate + H2O <=> 2,4-Dihydroxyhept-2-enedioate[R06897]",-,-,-
cluster_21015,unique,M,"Transporter, small conductance mechanosensitive ion channel MscS family protein",-,moderate conductance mechanosensitive channel[K22044],-,-,-,-,-
cluster_21016,unique,M,"Transporter, small conductance mechanosensitive ion channel MscS family protein",-,moderate conductance mechanosensitive channel[K22044],-,-,-,-,-
cluster_21017,unique,-,-,-,-,-,-,-,-,-
cluster_21018,unique,-,-,-,-,-,-,-,-,-
cluster_21019,unique,D,Plasmid recombination enzyme,Site-specific DNA-methyltransferase (adenine-specific)[2.1.1.72],"type I restriction enzyme M protein[K03427]; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family[K03466]",-,-,-,-,-
cluster_21020,unique,-,-,-,-,-,-,-,-,-
cluster_21021,unique,S,Protein of unknown function (DUF1033),-,-,-,-,-,-,-
cluster_21022,unique,L,similarity to EGAD 8390,-,-,-,-,-,-,-
cluster_21023,unique,L,similarity to EGAD 8390,-,-,-,-,-,-,-
cluster_21024,unique,D,Plasmid recombination enzyme,Site-specific DNA-methyltransferase (adenine-specific)[2.1.1.72],"type I restriction enzyme M protein[K03427]; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family[K03466]",-,-,-,-,-
cluster_21025,unique,L,similarity to EGAD 8390,-,-,-,-,-,-,-
cluster_21026,unique,L,similarity to EGAD 8390,-,-,-,-,-,-,-
cluster_21027,unique,D,Plasmid recombination enzyme,Site-specific DNA-methyltransferase (adenine-specific)[2.1.1.72],"type I restriction enzyme M protein[K03427]; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family[K03466]",-,-,-,-,-
cluster_21028,unique,S,Hypothetical protein of unknown function (DUF2483),-,-,-,-,-,-,-
cluster_21029,unique,S,Hypothetical protein of unknown function (DUF2483),-,-,-,-,-,-,-
cluster_21030,unique,S,Hypothetical protein of unknown function (DUF2483),-,-,-,-,-,-,-
cluster_21031,unique,S,"Phage portal protein, SPP1 Gp6-like",-,-,-,-,-,-,-
cluster_21032,unique,S,"Phage portal protein, SPP1 Gp6-like",-,-,-,-,-,-,-
cluster_21033,unique,S,"Phage portal protein, SPP1 Gp6-like",-,-,-,-,-,-,-
cluster_21034,unique,S,"Phage portal protein, SPP1 Gp6-like",-,-,-,-,-,-,-
cluster_21035,unique,-,-,-,-,-,-,-,-,-
cluster_21036,unique,S,Phage tail protein,-,-,-,-,-,-,-
cluster_21037,unique,S,Phage tail protein,-,-,-,-,-,-,-
cluster_21038,unique,-,-,-,-,-,-,-,-,-
cluster_21039,unique,S,Phage tail protein,-,-,-,-,-,-,-
cluster_21040,unique,S,Phage tail protein,-,-,-,-,-,-,-
cluster_21041,unique,S,Phage tail protein,-,-,-,-,-,-,-
cluster_21042,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21043,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21044,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21045,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21046,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21047,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21048,unique,E,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21049,unique,S,Transition state regulatory protein AbrB,-,uncharacterized protein[K07120],-,-,-,-,-
cluster_21050,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21051,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21052,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21053,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21054,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21055,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21056,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21057,unique,P,Small Multidrug Resistance protein,-,small multidrug resistance pump[K03297]; multidrug resistance protein EbrA[K11814]; multidrug resistance protein EbrB[K11815],-,-,-,-,-
cluster_21058,unique,G,PTS system,Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193]; Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase[2.7.1.199]; Protein-N(pi)-phosphohistidine--maltose phosphotransferase[2.7.1.208]; Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211]; Triose-phosphate isomerase[5.3.1.1],triosephosphate isomerase (TIM)[K01803]; alpha-glucoside PTS system EIICB component[K02750]; N-acetylglucosamine PTS system EIIB component[K02803]; N-acetylglucosamine PTS system EIICBA or EIICB component[K02804]; sucrose PTS system EIIBCA or EIIBC component[K02810]; glucose PTS system EIICBA or EIICB component[K20118],Glycolysis / Gluconeogenesis[map00010]; Fructose and mannose metabolism[map00051]; Starch and sucrose metabolism[map00500]; Amino sugar and nucleotide sugar metabolism[map00520]; Inositol phosphate metabolism[map00562]; Carbon fixation in photosynthetic organisms[map00710]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]; Phosphotransferase system (PTS)[map02060],Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate[R01015]; Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate[R02738]; Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate[R04111]; Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_21059,unique,G,PTS system,Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193]; Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase[2.7.1.199]; Protein-N(pi)-phosphohistidine--maltose phosphotransferase[2.7.1.208]; Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211]; Triose-phosphate isomerase[5.3.1.1],triosephosphate isomerase (TIM)[K01803]; alpha-glucoside PTS system EIICB component[K02750]; N-acetylglucosamine PTS system EIIB component[K02803]; N-acetylglucosamine PTS system EIICBA or EIICB component[K02804]; sucrose PTS system EIIBCA or EIIBC component[K02810]; glucose PTS system EIICBA or EIICB component[K20118],Glycolysis / Gluconeogenesis[map00010]; Fructose and mannose metabolism[map00051]; Starch and sucrose metabolism[map00500]; Amino sugar and nucleotide sugar metabolism[map00520]; Inositol phosphate metabolism[map00562]; Carbon fixation in photosynthetic organisms[map00710]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]; Phosphotransferase system (PTS)[map02060],Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate[R01015]; Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate[R02738]; Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate[R04111]; Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_21060,unique,G,PTS system,Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193]; Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase[2.7.1.199]; Protein-N(pi)-phosphohistidine--maltose phosphotransferase[2.7.1.208]; Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211]; Triose-phosphate isomerase[5.3.1.1],triosephosphate isomerase (TIM)[K01803]; alpha-glucoside PTS system EIICB component[K02750]; N-acetylglucosamine PTS system EIIB component[K02803]; N-acetylglucosamine PTS system EIICBA or EIICB component[K02804]; sucrose PTS system EIIBCA or EIIBC component[K02810]; glucose PTS system EIICBA or EIICB component[K20118],Glycolysis / Gluconeogenesis[map00010]; Fructose and mannose metabolism[map00051]; Starch and sucrose metabolism[map00500]; Amino sugar and nucleotide sugar metabolism[map00520]; Inositol phosphate metabolism[map00562]; Carbon fixation in photosynthetic organisms[map00710]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]; Phosphotransferase system (PTS)[map02060],Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate[R01015]; Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate[R02738]; Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate[R04111]; Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_21061,unique,G,PTS system,Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193]; Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase[2.7.1.199]; Protein-N(pi)-phosphohistidine--maltose phosphotransferase[2.7.1.208]; Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211]; Triose-phosphate isomerase[5.3.1.1],triosephosphate isomerase (TIM)[K01803]; alpha-glucoside PTS system EIICB component[K02750]; N-acetylglucosamine PTS system EIIB component[K02803]; N-acetylglucosamine PTS system EIICBA or EIICB component[K02804]; sucrose PTS system EIIBCA or EIIBC component[K02810]; glucose PTS system EIICBA or EIICB component[K20118],Glycolysis / Gluconeogenesis[map00010]; Fructose and mannose metabolism[map00051]; Starch and sucrose metabolism[map00500]; Amino sugar and nucleotide sugar metabolism[map00520]; Inositol phosphate metabolism[map00562]; Carbon fixation in photosynthetic organisms[map00710]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]; Phosphotransferase system (PTS)[map02060],Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate[R01015]; Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate[R02738]; Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate[R04111]; Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_21062,unique,S,CHAP domain,-,-,-,-,-,-,-
cluster_21063,unique,S,CHAP domain,-,-,-,-,-,-,-
cluster_21064,unique,S,CHAP domain,-,-,-,-,-,-,-
cluster_21065,unique,I,biotin carboxyl carrier protein,Dihydrolipoyllysine-residue acetyltransferase[2.3.1.12]; Oxaloacetate decarboxylase[4.1.1.3],pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)[K00627]; oxaloacetate decarboxylase (Na+ extruding) subunit alpha[K01571]; acetyl-CoA carboxylase biotin carboxyl carrier protein[K02160],Glycolysis / Gluconeogenesis[map00010]; Citrate cycle (TCA cycle)[map00020]; Fatty acid biosynthesis[map00061]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212],Pyruvate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+[R00209]; Oxaloacetate <=> Pyruvate + CO2[R00217]; ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine[R02569],-,-,-
cluster_21066,unique,I,biotin carboxyl carrier protein,Dihydrolipoyllysine-residue acetyltransferase[2.3.1.12]; Oxaloacetate decarboxylase[4.1.1.3],pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)[K00627]; oxaloacetate decarboxylase (Na+ extruding) subunit alpha[K01571]; acetyl-CoA carboxylase biotin carboxyl carrier protein[K02160],Glycolysis / Gluconeogenesis[map00010]; Citrate cycle (TCA cycle)[map00020]; Fatty acid biosynthesis[map00061]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212],Pyruvate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+[R00209]; Oxaloacetate <=> Pyruvate + CO2[R00217]; ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine[R02569],-,-,-
cluster_21067,unique,-,-,-,-,-,-,-,-,-
cluster_21068,unique,S,Putative HNHc nuclease,-,-,-,-,-,-,-
cluster_21069,unique,S,Putative HNHc nuclease,-,-,-,-,-,-,-
cluster_21070,unique,-,-,-,-,-,-,-,-,-
cluster_21071,unique,-,-,-,-,-,-,-,-,-
cluster_21072,unique,S,Prophage endopeptidase tail,-,-,-,-,-,-,-
cluster_21073,unique,-,-,-,-,-,-,-,-,-
cluster_21074,unique,-,-,-,-,-,-,-,-,-
cluster_21075,unique,-,-,-,-,-,-,-,-,-
cluster_21076,unique,M,YSIRK type signal peptide,-,conjugal transfer mating pair stabilization protein TraG[K12056],-,-,-,-,-
cluster_21077,unique,-,-,-,-,-,-,-,-,-
cluster_21078,unique,-,-,-,-,-,-,-,-,-
cluster_21079,unique,-,-,-,-,-,-,-,-,-
cluster_21080,unique,-,-,-,-,-,-,-,-,-
cluster_21081,unique,-,-,-,-,-,-,-,-,-
cluster_21082,unique,-,-,-,-,-,-,-,-,-
cluster_21083,unique,M,YSIRK type signal peptide,-,conjugal transfer mating pair stabilization protein TraG[K12056],-,-,-,-,-
cluster_21084,unique,M,sporulation resulting in formation of a cellular spore,-,-,-,-,-,-,-
cluster_21085,unique,M,sporulation resulting in formation of a cellular spore,-,-,-,-,-,-,-
cluster_21086,unique,L,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,-,DNA mismatch repair protein MutS[K03555],Mismatch repair[map03430],-,-,-,-
cluster_21087,unique,-,-,-,-,-,-,-,-,-
cluster_21088,unique,S,PVL ORF-50-like family,-,-,-,-,-,-,-
cluster_21089,unique,S,PVL ORF-50-like family,-,-,-,-,-,-,-
cluster_21090,unique,G,invertase,Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211]; Beta-fructofuranosidase[3.2.1.26],beta-fructofuranosidase[K01193]; sucrose PTS system EIIBCA or EIIBC component[K02810],Galactose metabolism[map00052]; Starch and sucrose metabolism[map00500]; Metabolic pathways[map01100]; Phosphotransferase system (PTS)[map02060],Sucrose + H2O <=> D-Fructose + D-Glucose[R00801]; Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose[R00802]; Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; Raffinose + H2O <=> Melibiose + D-Fructose[R02410]; Stachyose + H2O <=> D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose + D-Fructose[R03635]; Sucrose 6-phosphate + H2O <=> D-Fructose + D-Glucose 6-phosphate[R03921]; Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose[R06088],-,-,-
cluster_21091,unique,V,ABC transporter (permease),-,putative ABC transport system permease protein[K02004]; bacitracin transport system permease protein[K11632]; cationic antimicrobial peptide transport system permease protein[K19080],Cationic antimicrobial peptide (CAMP) resistance[map01503]; ABC transporters[map02010]; Two-component system[map02020]; Staphylococcus aureus infection[map05150],-,-,-,-
cluster_21092,unique,V,ABC transporter (permease),-,putative ABC transport system permease protein[K02004]; bacitracin transport system permease protein[K11632]; cationic antimicrobial peptide transport system permease protein[K19080],Cationic antimicrobial peptide (CAMP) resistance[map01503]; ABC transporters[map02010]; Two-component system[map02020]; Staphylococcus aureus infection[map05150],-,-,-,-
cluster_21093,unique,I,Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA,Acetyl-CoA carboxytransferase[2.1.3.15]; Acetyl-CoA carboxylase[6.4.1.2],acetyl-CoA carboxylase carboxyl transferase subunit alpha[K01962]; acetyl-CoA carboxylase carboxyl transferase subunit beta[K01963],Fatty acid biosynthesis[map00061]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein <=> Malonyl-CoA + Holo-[carboxylase][R04386],-,-,-
cluster_21094,unique,S,Protein of unknown function (DUF443),-,-,-,-,-,-,-
cluster_21095,unique,S,Protein of unknown function (DUF443),-,-,-,-,-,-,-
cluster_21096,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21097,unique,-,-,-,-,-,-,-,-,-
cluster_21098,unique,P,"ATPase, P-type transporting, HAD superfamily, subfamily IC",P-type Mg(2+) transporter[3.6.3.2],P-type Mg2+ transporter[K01531]; fluoroquinolone transport system permease protein[K16905],ABC transporters[map02010],-,-,-,-
cluster_21099,unique,S,Endonuclease/Exonuclease/phosphatase family,Sphingomyelin phosphodiesterase[3.1.4.12]; Phospholipase C[3.1.4.3],phospholipase C[K01114]; sphingomyelin phosphodiesterase[K01117],Inositol phosphate metabolism[map00562]; Glycerophospholipid metabolism[map00564]; Ether lipid metabolism[map00565]; Sphingolipid metabolism[map00600]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Quorum sensing[map02024],"Phosphatidylcholine + H2O <=> 1,2-Diacyl-sn-glycerol + Choline phosphate[R01312]; Phosphatidylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + sn-Glycerol 3-phosphate[R02027]; Phosphatidylethanolamine + H2O <=> 1,2-Diacyl-sn-glycerol + Ethanolamine phosphate[R02052]; Sphingomyelin + H2O <=> N-Acylsphingosine + Choline phosphate[R02541]; 1-Phosphatidyl-D-myo-inositol + H2O <=> Inositol 1-phosphate + 1,2-Diacyl-sn-glycerol[R03332]; O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 1-Alkenyl-2-acylglycerol + Ethanolamine phosphate[R07381]",-,-,-
cluster_21100,unique,S,Endonuclease/Exonuclease/phosphatase family,Sphingomyelin phosphodiesterase[3.1.4.12]; Phospholipase C[3.1.4.3],phospholipase C[K01114]; sphingomyelin phosphodiesterase[K01117],Inositol phosphate metabolism[map00562]; Glycerophospholipid metabolism[map00564]; Ether lipid metabolism[map00565]; Sphingolipid metabolism[map00600]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Quorum sensing[map02024],"Phosphatidylcholine + H2O <=> 1,2-Diacyl-sn-glycerol + Choline phosphate[R01312]; Phosphatidylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + sn-Glycerol 3-phosphate[R02027]; Phosphatidylethanolamine + H2O <=> 1,2-Diacyl-sn-glycerol + Ethanolamine phosphate[R02052]; Sphingomyelin + H2O <=> N-Acylsphingosine + Choline phosphate[R02541]; 1-Phosphatidyl-D-myo-inositol + H2O <=> Inositol 1-phosphate + 1,2-Diacyl-sn-glycerol[R03332]; O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 1-Alkenyl-2-acylglycerol + Ethanolamine phosphate[R07381]",-,-,-
